City,lat,lng,,,,,city,state_id
"Amargosa, TX",27.8916,-98.1086,,,,,Amargosa,TX
"Devine, TX",29.1457,-98.9048,,,,,Devine,TX
"Cameron, TX",30.8608,-96.9762,,,,,Cameron,TX
"Hebbronville, TX",27.324,-98.6861,,,,,Hebbronville,TX
"Coolidge, TX",31.7514,-96.6524,,,,,Coolidge,TX
"Lasana, TX",26.2585,-97.695,,,,,Lasana,TX
"Mineola, TX",32.6461,-95.4775,,,,,Mineola,TX
"Palo Pinto, TX",32.7692,-98.3008,,,,,Palo Pinto,TX
"La Villa, TX",26.2964,-97.927,,,,,La Villa,TX
"Socorro, TX",31.6384,-106.2601,,,,,Socorro,TX
"Amada Acres, TX",26.3433,-98.7393,,,,,Amada Acres,TX
"Whitesboro, TX",33.6612,-96.9022,,,,,Whitesboro,TX
"Matagorda, TX",28.6973,-95.9667,,,,,Matagorda,TX
"Benjamin Perez, TX",26.406,-98.8997,,,,,Benjamin Perez,TX
"Alma, TX",32.2813,-96.5506,,,,,Alma,TX
"Higgins, TX",36.121,-100.0274,,,,,Higgins,TX
"Angus, TX",31.9976,-96.427,,,,,Angus,TX
"Fabrica, TX",28.7446,-100.4934,,,,,Fabrica,TX
"Annetta South, TX",32.6743,-97.6483,,,,,Annetta South,TX
"Fernando Salinas, TX",26.3979,-98.8311,,,,,Fernando Salinas,TX
"Point Venture, TX",30.3817,-98.001,,,,,Point Venture,TX
"Freeport, TX",28.9454,-95.3602,,,,,Freeport,TX
"Realitos, TX",27.4454,-98.5303,,,,,Realitos,TX
"Bandera, TX",29.7253,-99.074,,,,,Bandera,TX
"Cottonwood, TX",32.4622,-96.3954,,,,,Cottonwood,TX
"Hico, TX",31.9858,-98.029,,,,,Hico,TX
"Magnolia, TX",30.2117,-95.7419,,,,,Magnolia,TX
"Buffalo Gap, TX",32.2835,-99.8346,,,,,Buffalo Gap,TX
"Greenville, TX",33.1116,-96.1099,,,,,Greenville,TX
"West Tawakoni, TX",32.8976,-96.0218,,,,,West Tawakoni,TX
"Pine Forest, TX",30.1757,-94.0367,,,,,Pine Forest,TX
"Sweeny, TX",29.0464,-95.6986,,,,,Sweeny,TX
"Throckmorton, TX",33.182,-99.1798,,,,,Throckmorton,TX
"Alto Bonito Heights, TX",26.3158,-98.6413,,,,,Alto Bonito Heights,TX
"Roanoke, TX",33.0148,-97.2268,,,,,Roanoke,TX
"Murphy, TX",33.0186,-96.6105,,,,,Murphy,TX
"Cibolo, TX",29.564,-98.2125,,,,,Cibolo,TX
"Ranger, TX",32.4693,-98.6751,,,,,Ranger,TX
"Mila Doce, TX",26.223,-97.9601,,,,,Mila Doce,TX
"Andrews, TX",32.3208,-102.552,,,,,Andrews,TX
"Miguel Barrera, TX",26.412,-98.9216,,,,,Miguel Barrera,TX
"Hickory Creek, TX",33.1114,-97.0313,,,,,Hickory Creek,TX
"Monahans, TX",31.6289,-103.0404,,,,,Monahans,TX
"Thompsons, TX",29.4906,-95.6304,,,,,Thompsons,TX
"Scurry, TX",32.5125,-96.3851,,,,,Scurry,TX
"Sherwood Shores, TX",33.8478,-96.8147,,,,,Sherwood Shores,TX
"Ramos, TX",26.428,-99.027,,,,,Ramos,TX
"Nesbitt, TX",32.5886,-94.4468,,,,,Nesbitt,TX
"Tehuacana, TX",31.741,-96.5438,,,,,Tehuacana,TX
"Edgecliff Village, TX",32.6561,-97.3406,,,,,Edgecliff Village,TX
"Falls City, TX",28.9822,-98.0217,,,,,Falls City,TX
"El Refugio, TX",26.3406,-98.7589,,,,,El Refugio,TX
"Lopeño, TX",26.712,-99.1008,,,,,Lopeño,TX
"Angleton, TX",29.1716,-95.4292,,,,,Angleton,TX
"Florence, TX",30.8406,-97.7927,,,,,Florence,TX
"Harker Heights, TX",31.0572,-97.6445,,,,,Harker Heights,TX
"Wixon Valley, TX",30.7639,-96.3193,,,,,Wixon Valley,TX
"Woodbranch, TX",30.1814,-95.1835,,,,,Woodbranch,TX
"Santa Anna, TX",31.7369,-99.3254,,,,,Santa Anna,TX
"Seminole, TX",32.7215,-102.6504,,,,,Seminole,TX
"Berryville, TX",32.0876,-95.4666,,,,,Berryville,TX
"Linden, TX",33.011,-94.3626,,,,,Linden,TX
"Hollywood Park, TX",29.5995,-98.484,,,,,Hollywood Park,TX
"Leonard, TX",33.383,-96.2467,,,,,Leonard,TX
"Trophy Club, TX",33.0039,-97.1898,,,,,Trophy Club,TX
"Lovelady, TX",31.1279,-95.4456,,,,,Lovelady,TX
"Leming, TX",29.0684,-98.4722,,,,,Leming,TX
"Valle Vista, TX",26.3161,-98.6546,,,,,Valle Vista,TX
"Willow Park, TX",32.7548,-97.6499,,,,,Willow Park,TX
"Redwater, TX",33.3586,-94.2551,,,,,Redwater,TX
"Woodcreek, TX",30.0266,-98.1115,,,,,Woodcreek,TX
"Leary, TX",33.469,-94.2191,,,,,Leary,TX
"Bedford, TX",32.8464,-97.135,,,,,Bedford,TX
"Valley View, TX",33.4892,-97.1534,,,,,Valley View,TX
"Eden, TX",31.2162,-99.844,,,,,Eden,TX
"Rendon, TX",32.5789,-97.235,,,,,Rendon,TX
"Hill Country Village, TX",29.5831,-98.4891,,,,,Hill Country Village,TX
"Nina, TX",26.2811,-98.581,,,,,Nina,TX
"Laguna Heights, TX",26.0804,-97.2569,,,,,Laguna Heights,TX
"Kurten, TX",30.7896,-96.2759,,,,,Kurten,TX
"Morgan, TX",32.0156,-97.6061,,,,,Morgan,TX
"Hawley, TX",32.6037,-99.8111,,,,,Hawley,TX
"Teague, TX",31.6295,-96.2801,,,,,Teague,TX
"Hilshire Village, TX",29.7908,-95.4885,,,,,Hilshire Village,TX
"Cross Roads, TX",33.229,-96.9985,,,,,Cross Roads,TX
"Spearman, TX",36.1982,-101.1943,,,,,Spearman,TX
"Texarkana, TX",33.4487,-94.0815,,,,,Texarkana,TX
"Alba, TX",32.7905,-95.6344,,,,,Alba,TX
"Celina, TX",33.3189,-96.7866,,,,,Celina,TX
"McCamey, TX",31.1325,-102.22,,,,,McCamey,TX
"East Alto Bonito, TX",26.3023,-98.6358,,,,,East Alto Bonito,TX
"Robinson, TX",31.4501,-97.1201,,,,,Robinson,TX
"Weimar, TX",29.7,-96.7773,,,,,Weimar,TX
"Sunset Valley, TX",30.2258,-97.8158,,,,,Sunset Valley,TX
"Clint, TX",31.5901,-106.2289,,,,,Clint,TX
"Johnson City, TX",30.2743,-98.4064,,,,,Johnson City,TX
"Midway North, TX",26.1872,-98.0188,,,,,Midway North,TX
"Lozano, TX",26.1896,-97.5437,,,,,Lozano,TX
"Blue Ridge, TX",33.298,-96.3994,,,,,Blue Ridge,TX
"Grand Saline, TX",32.6774,-95.7113,,,,,Grand Saline,TX
"Carrizo Hill, TX",28.5032,-99.8294,,,,,Carrizo Hill,TX
"Idalou, TX",33.6624,-101.6837,,,,,Idalou,TX
"Laguna Seca, TX",26.2793,-97.9262,,,,,Laguna Seca,TX
"Eagle Lake, TX",29.5879,-96.3282,,,,,Eagle Lake,TX
"Los Veteranos II, TX",27.7712,-99.4433,,,,,Los Veteranos II,TX
"Plano, TX",33.0502,-96.7487,,,,,Plano,TX
"Mullin, TX",31.5552,-98.6657,,,,,Mullin,TX
"Coppell, TX",32.9638,-96.9905,,,,,Coppell,TX
"Brady, TX",31.1321,-99.3703,,,,,Brady,TX
"Orchard, TX",29.6002,-95.9694,,,,,Orchard,TX
"Perryton, TX",36.3932,-100.7974,,,,,Perryton,TX
"Leroy, TX",31.7322,-97.0214,,,,,Leroy,TX
"Nassau Bay, TX",29.5448,-95.0865,,,,,Nassau Bay,TX
"Rosebud, TX",31.0756,-96.9749,,,,,Rosebud,TX
"Providence Village, TX",33.2363,-96.9611,,,,,Providence Village,TX
"New Summerfield, TX",31.9807,-95.115,,,,,New Summerfield,TX
"Indian Lake, TX",26.0877,-97.5027,,,,,Indian Lake,TX
"Wildwood, TX",30.5256,-94.4456,,,,,Wildwood,TX
"La Esperanza, TX",26.4313,-98.8923,,,,,La Esperanza,TX
"Serenada, TX",30.6963,-97.6968,,,,,Serenada,TX
"Argyle, TX",33.1105,-97.1864,,,,,Argyle,TX
"Brazos Country, TX",29.7547,-96.0424,,,,,Brazos Country,TX
"Mission, TX",26.204,-98.3251,,,,,Mission,TX
"Dayton Lakes, TX",30.1446,-94.8209,,,,,Dayton Lakes,TX
"Moulton, TX",29.5722,-97.1465,,,,,Moulton,TX
"Wilmer, TX",32.5982,-96.6816,,,,,Wilmer,TX
"Rotan, TX",32.854,-100.4655,,,,,Rotan,TX
"Surfside Beach, TX",28.956,-95.2836,,,,,Surfside Beach,TX
"Thunderbird Bay, TX",31.9087,-99.0207,,,,,Thunderbird Bay,TX
"Timpson, TX",31.9065,-94.3971,,,,,Timpson,TX
"Ricardo, TX",27.4186,-97.8476,,,,,Ricardo,TX
"Travis Ranch, TX",32.8039,-96.476,,,,,Travis Ranch,TX
"Pena, TX",26.4155,-98.97,,,,,Pena,TX
"University Park, TX",32.8506,-96.7937,,,,,University Park,TX
"Villarreal, TX",26.3072,-98.6443,,,,,Villarreal,TX
"Lake Tanglewood, TX",35.057,-101.7816,,,,,Lake Tanglewood,TX
"Damon, TX",29.2832,-95.7408,,,,,Damon,TX
"Staples, TX",29.7664,-97.8279,,,,,Staples,TX
"Bryan, TX",30.6657,-96.3668,,,,,Bryan,TX
"Camp Swift, TX",30.1885,-97.2933,,,,,Camp Swift,TX
"Ector, TX",33.5793,-96.2731,,,,,Ector,TX
"China Spring, TX",31.6492,-97.3047,,,,,China Spring,TX
"Malone, TX",31.9168,-96.8947,,,,,Malone,TX
"Garden Ridge, TX",29.6379,-98.2928,,,,,Garden Ridge,TX
"Taft, TX",27.98,-97.3929,,,,,Taft,TX
"La Escondida, TX",26.3807,-98.8737,,,,,La Escondida,TX
"Country Acres, TX",27.9251,-97.1661,,,,,Country Acres,TX
"Portland, TX",27.8913,-97.328,,,,,Portland,TX
"Hart, TX",34.3858,-102.1151,,,,,Hart,TX
"Streetman, TX",31.8787,-96.3306,,,,,Streetman,TX
"Hideaway, TX",32.489,-95.4578,,,,,Hideaway,TX
"Bonham, TX",33.588,-96.1901,,,,,Bonham,TX
"Bellaire, TX",29.704,-95.4621,,,,,Bellaire,TX
"Jolly, TX",33.8827,-98.3475,,,,,Jolly,TX
"Beeville, TX",28.4059,-97.7494,,,,,Beeville,TX
"Sour Lake, TX",30.1378,-94.4046,,,,,Sour Lake,TX
"Haslet, TX",32.961,-97.3382,,,,,Haslet,TX
"Benjamin, TX",33.5836,-99.7929,,,,,Benjamin,TX
"Mont Belvieu, TX",29.8524,-94.8785,,,,,Mont Belvieu,TX
"Kerens, TX",32.1308,-96.2251,,,,,Kerens,TX
"Combes, TX",26.2439,-97.7254,,,,,Combes,TX
"Iago, TX",29.2665,-95.963,,,,,Iago,TX
"Cranfills Gap, TX",31.7753,-97.8302,,,,,Cranfills Gap,TX
"Redwood, TX",29.81,-97.9103,,,,,Redwood,TX
"La Marque, TX",29.369,-94.9957,,,,,La Marque,TX
"Paisano Park, TX",28.0951,-97.8592,,,,,Paisano Park,TX
"Rivereno, TX",26.3052,-98.6398,,,,,Rivereno,TX
"El Mesquite, TX",26.3847,-98.7716,,,,,El Mesquite,TX
"Dilley, TX",28.6675,-99.1765,,,,,Dilley,TX
"Sierra Blanca, TX",31.1834,-105.3395,,,,,Sierra Blanca,TX
"Mount Pleasant, TX",33.1613,-94.9717,,,,,Mount Pleasant,TX
"Valentine, TX",30.5885,-104.4954,,,,,Valentine,TX
"Hebron, TX",33.0438,-96.8793,,,,,Hebron,TX
"Groesbeck, TX",31.5259,-96.5284,,,,,Groesbeck,TX
"Uvalde Estates, TX",29.1695,-99.8329,,,,,Uvalde Estates,TX
"Santa Clara, TX",29.5911,-98.1613,,,,,Santa Clara,TX
"South Fork Estates, TX",27.2697,-98.7239,,,,,South Fork Estates,TX
"Nome, TX",30.0364,-94.4064,,,,,Nome,TX
"Blossom, TX",33.6633,-95.3837,,,,,Blossom,TX
"Arlington, TX",32.6998,-97.1251,,,,,Arlington,TX
"East Tawakoni, TX",32.9011,-95.9397,,,,,East Tawakoni,TX
"Highland Village, TX",33.0897,-97.0615,,,,,Highland Village,TX
"Gilmer, TX",32.7317,-94.946,,,,,Gilmer,TX
"Uhland, TX",29.9617,-97.7925,,,,,Uhland,TX
"West University Place, TX",29.7157,-95.4321,,,,,West University Place,TX
"Las Haciendas, TX",27.6347,-99.1952,,,,,Las Haciendas,TX
"Coyanosa, TX",31.241,-103.0648,,,,,Coyanosa,TX
"Las Palmas, TX",26.9516,-99.2761,,,,,Las Palmas,TX
"Richland Springs, TX",31.2715,-98.9486,,,,,Richland Springs,TX
"Timberwood Park, TX",29.6994,-98.4838,,,,,Timberwood Park,TX
"Texline, TX",36.3765,-103.0189,,,,,Texline,TX
"Whitewright, TX",33.5108,-96.3957,,,,,Whitewright,TX
"Marshall, TX",32.537,-94.3515,,,,,Marshall,TX
"Hemphill, TX",31.3431,-93.8512,,,,,Hemphill,TX
"Utopia, TX",29.6188,-99.5153,,,,,Utopia,TX
"Colleyville, TX",32.8913,-97.1486,,,,,Colleyville,TX
"Lake Dallas, TX",33.1277,-97.0234,,,,,Lake Dallas,TX
"Garrison, TX",31.8252,-94.4932,,,,,Garrison,TX
"Charlotte, TX",28.8593,-98.7006,,,,,Charlotte,TX
"Trent, TX",32.4884,-100.1233,,,,,Trent,TX
"Garfield, TX",30.1961,-97.5514,,,,,Garfield,TX
"Mount Enterprise, TX",31.9113,-94.6826,,,,,Mount Enterprise,TX
"Eureka, TX",32.012,-96.2855,,,,,Eureka,TX
"Sienna Plantation, TX",29.4834,-95.5065,,,,,Sienna Plantation,TX
"Wilson, TX",33.3194,-101.7275,,,,,Wilson,TX
"Rochester, TX",33.3142,-99.8565,,,,,Rochester,TX
"Lakewood Village, TX",33.1378,-96.9749,,,,,Lakewood Village,TX
"Blanco, TX",30.0987,-98.4169,,,,,Blanco,TX
"Scotland, TX",33.6499,-98.4677,,,,,Scotland,TX
"Midway South, TX",26.1567,-98.0209,,,,,Midway South,TX
"Anahuac, TX",29.7649,-94.6787,,,,,Anahuac,TX
"Morning Glory, TX",31.5648,-106.2089,,,,,Morning Glory,TX
"Las Lomas, TX",26.3638,-98.7747,,,,,Las Lomas,TX
"Harlingen, TX",26.1916,-97.6976,,,,,Harlingen,TX
"Goliad, TX",28.6708,-97.3916,,,,,Goliad,TX
"Dayton, TX",30.0293,-94.9039,,,,,Dayton,TX
"Concepcion, TX",27.3951,-98.3555,,,,,Concepcion,TX
"Woodloch, TX",30.2172,-95.413,,,,,Woodloch,TX
"Chester, TX",30.9213,-94.6001,,,,,Chester,TX
"Boling, TX",29.2584,-95.9436,,,,,Boling,TX
"Frisco, TX",33.1554,-96.8217,,,,,Frisco,TX
"Impact, TX",32.5002,-99.7464,,,,,Impact,TX
"Pineland, TX",31.2467,-93.9744,,,,,Pineland,TX
"Relampago, TX",26.0851,-97.9059,,,,,Relampago,TX
"Carmine, TX",30.1485,-96.6908,,,,,Carmine,TX
"Shepherd, TX",30.491,-95.0021,,,,,Shepherd,TX
"Pecan Grove, TX",29.6235,-95.7331,,,,,Pecan Grove,TX
"Ingram, TX",30.0772,-99.2381,,,,,Ingram,TX
"Quesada, TX",26.2819,-98.5819,,,,,Quesada,TX
"La Paloma, TX",26.0518,-97.6552,,,,,La Paloma,TX
"Cresson, TX",32.5299,-97.6155,,,,,Cresson,TX
"Kennedale, TX",32.6434,-97.2173,,,,,Kennedale,TX
"Hardin, TX",30.1493,-94.7377,,,,,Hardin,TX
"North Escobares, TX",26.4325,-98.9719,,,,,North Escobares,TX
"Double Oak, TX",33.0633,-97.1117,,,,,Double Oak,TX
"New Waverly, TX",30.5374,-95.4822,,,,,New Waverly,TX
"New Home, TX",33.3269,-101.9117,,,,,New Home,TX
"Wellman, TX",33.047,-102.4274,,,,,Wellman,TX
"Kountze, TX",30.3724,-94.3161,,,,,Kountze,TX
"Hilltop Lakes, TX",31.0755,-96.1914,,,,,Hilltop Lakes,TX
"San Patricio, TX",27.9772,-97.7765,,,,,San Patricio,TX
"Arp, TX",32.2279,-95.0536,,,,,Arp,TX
"George West, TX",28.33,-98.1184,,,,,George West,TX
"Tahoka, TX",33.164,-101.7949,,,,,Tahoka,TX
"Bruceville-Eddy, TX",31.3102,-97.2479,,,,,Bruceville-Eddy,TX
"Burnet, TX",30.7496,-98.2382,,,,,Burnet,TX
"Seth Ward, TX",34.2163,-101.6945,,,,,Seth Ward,TX
"North Cleveland, TX",30.3577,-95.1003,,,,,North Cleveland,TX
"Glidden, TX",29.6975,-96.5907,,,,,Glidden,TX
"Knippa, TX",29.3076,-99.6329,,,,,Knippa,TX
"Buchanan Dam, TX",30.7807,-98.4393,,,,,Buchanan Dam,TX
"Leon Valley, TX",29.4954,-98.6142,,,,,Leon Valley,TX
"West Sharyland, TX",26.2718,-98.3404,,,,,West Sharyland,TX
"Vanderbilt, TX",28.8208,-96.6096,,,,,Vanderbilt,TX
"Seven Oaks, TX",30.8517,-94.858,,,,,Seven Oaks,TX
"Coffee City, TX",32.1383,-95.4871,,,,,Coffee City,TX
"Conroe, TX",30.3224,-95.482,,,,,Conroe,TX
"Tulsita, TX",28.6422,-97.818,,,,,Tulsita,TX
"Sansom Park, TX",32.8028,-97.4021,,,,,Sansom Park,TX
"Coahoma, TX",32.2957,-101.3089,,,,,Coahoma,TX
"Port Isabel, TX",26.0538,-97.2505,,,,,Port Isabel,TX
"Terrell Hills, TX",29.4771,-98.4471,,,,,Terrell Hills,TX
"Pueblo East, TX",27.675,-99.1899,,,,,Pueblo East,TX
"Jones Creek, TX",28.9752,-95.4714,,,,,Jones Creek,TX
"Point, TX",32.9301,-95.8689,,,,,Point,TX
"Celeste, TX",33.2897,-96.1946,,,,,Celeste,TX
"Lumberton, TX",30.2562,-94.2071,,,,,Lumberton,TX
"El Indio, TX",28.5091,-100.3068,,,,,El Indio,TX
"Thorntonville, TX",31.5789,-102.9221,,,,,Thorntonville,TX
"Waskom, TX",32.4766,-94.0646,,,,,Waskom,TX
"Toyah, TX",31.3125,-103.7946,,,,,Toyah,TX
"Paint Rock, TX",31.51,-99.9253,,,,,Paint Rock,TX
"Chandler, TX",32.3065,-95.4781,,,,,Chandler,TX
"Addison, TX",32.9586,-96.8356,,,,,Addison,TX
"Dorchester, TX",33.5331,-96.696,,,,,Dorchester,TX
"Elsa, TX",26.2969,-97.9937,,,,,Elsa,TX
"Las Palmas II, TX",26.2032,-97.7395,,,,,Las Palmas II,TX
"Whitney, TX",31.952,-97.3192,,,,,Whitney,TX
"Deport, TX",33.5291,-95.3174,,,,,Deport,TX
"Riverside, TX",30.8471,-95.3985,,,,,Riverside,TX
"Yznaga, TX",26.3188,-97.8153,,,,,Yznaga,TX
"Hitchcock, TX",29.2945,-95.025,,,,,Hitchcock,TX
"Uncertain, TX",32.7066,-94.1264,,,,,Uncertain,TX
"Lindale, TX",32.4933,-95.4069,,,,,Lindale,TX
"Point Blank, TX",30.7473,-95.2163,,,,,Point Blank,TX
"Loop, TX",32.9142,-102.4147,,,,,Loop,TX
"Lefors, TX",35.4396,-100.804,,,,,Lefors,TX
"Llano, TX",30.7508,-98.6763,,,,,Llano,TX
"Western Lake, TX",32.6215,-97.816,,,,,Western Lake,TX
"Mobeetie, TX",35.5291,-100.4394,,,,,Mobeetie,TX
"Ladonia, TX",33.4283,-95.9482,,,,,Ladonia,TX
"Shamrock, TX",35.2153,-100.2461,,,,,Shamrock,TX
"Quail, TX",34.9151,-100.3919,,,,,Quail,TX
"Cape Royale, TX",30.6531,-95.1265,,,,,Cape Royale,TX
"Albany, TX",32.7273,-99.2956,,,,,Albany,TX
"Italy, TX",32.1856,-96.8865,,,,,Italy,TX
"Moraida, TX",26.415,-98.9767,,,,,Moraida,TX
"Elm Creek, TX",28.7782,-100.4911,,,,,Elm Creek,TX
"La Paloma-Lost Creek, TX",27.7195,-97.7391,,,,,La Paloma-Lost Creek,TX
"South Alamo, TX",26.1518,-98.1079,,,,,South Alamo,TX
"Canyon Creek, TX",32.3927,-97.7406,,,,,Canyon Creek,TX
"Millsap, TX",32.7493,-98.0117,,,,,Millsap,TX
"Bartlett, TX",30.7952,-97.4325,,,,,Bartlett,TX
"Quitman, TX",32.7951,-95.4443,,,,,Quitman,TX
"Kerrville, TX",30.0398,-99.1319,,,,,Kerrville,TX
"Abilene, TX",32.4543,-99.7384,,,,,Abilene,TX
"Westway, TX",31.9603,-106.576,,,,,Westway,TX
"Howe, TX",33.5066,-96.6154,,,,,Howe,TX
"Leona, TX",31.1537,-95.9759,,,,,Leona,TX
"Robert Lee, TX",31.8954,-100.4856,,,,,Robert Lee,TX
"Alvin, TX",29.387,-95.2936,,,,,Alvin,TX
"Gary City, TX",32.0277,-94.3679,,,,,Gary City,TX
"La Blanca, TX",26.3048,-98.0286,,,,,La Blanca,TX
"Study Butte, TX",29.3351,-103.5421,,,,,Study Butte,TX
"Fowlerton, TX",28.4608,-98.8114,,,,,Fowlerton,TX
"San Ygnacio, TX",27.048,-99.4321,,,,,San Ygnacio,TX
"Ranchitos del Norte, TX",26.4003,-98.8715,,,,,Ranchitos del Norte,TX
"Knollwood, TX",33.6892,-96.6184,,,,,Knollwood,TX
"Denison, TX",33.7672,-96.5807,,,,,Denison,TX
"Putnam, TX",32.3704,-99.1958,,,,,Putnam,TX
"Wolfforth, TX",33.5149,-102.0066,,,,,Wolfforth,TX
"Iowa Colony, TX",29.4405,-95.4168,,,,,Iowa Colony,TX
"Westover Hills, TX",32.7436,-97.4123,,,,,Westover Hills,TX
"Cienegas Terrace, TX",29.3687,-100.9432,,,,,Cienegas Terrace,TX
"Jacksonville, TX",31.9642,-95.2617,,,,,Jacksonville,TX
"Moody, TX",31.3086,-97.3596,,,,,Moody,TX
"Jourdanton, TX",28.9138,-98.5411,,,,,Jourdanton,TX
"Saginaw, TX",32.8657,-97.3652,,,,,Saginaw,TX
"Marlin, TX",31.3085,-96.8934,,,,,Marlin,TX
"Donna, TX",26.1467,-98.056,,,,,Donna,TX
"Lamesa, TX",32.7333,-101.9542,,,,,Lamesa,TX
"Marquez, TX",31.2361,-96.2574,,,,,Marquez,TX
"Olney, TX",33.3644,-98.7585,,,,,Olney,TX
"Homestead Meadows North, TX",31.8483,-106.1707,,,,,Homestead Meadows North,TX
"Girard, TX",33.3637,-100.6598,,,,,Girard,TX
"Copper Canyon, TX",33.0961,-97.0975,,,,,Copper Canyon,TX
"Longoria, TX",26.3024,-98.6425,,,,,Longoria,TX
"Van Alstyne, TX",33.4203,-96.5834,,,,,Van Alstyne,TX
"Pine Island, TX",30.0554,-96.0253,,,,,Pine Island,TX
"Bunker Hill Village, TX",29.7647,-95.5317,,,,,Bunker Hill Village,TX
"Mustang, TX",32.0135,-96.4303,,,,,Mustang,TX
"Ackerly, TX",32.5251,-101.7158,,,,,Ackerly,TX
"Bluetown, TX",26.0734,-97.8199,,,,,Bluetown,TX
"Malakoff, TX",32.1727,-96.0162,,,,,Malakoff,TX
"La Victoria, TX",26.3478,-98.6295,,,,,La Victoria,TX
"Mirando City, TX",27.4402,-99.0009,,,,,Mirando City,TX
"Sterling City, TX",31.8392,-100.986,,,,,Sterling City,TX
"Terlingua, TX",29.2991,-103.5795,,,,,Terlingua,TX
"Pettus, TX",28.6156,-97.8121,,,,,Pettus,TX
"Temple, TX",31.1076,-97.3894,,,,,Temple,TX
"Anna, TX",33.347,-96.5503,,,,,Anna,TX
"El Camino Angosto, TX",26.1115,-97.6438,,,,,El Camino Angosto,TX
"Aguilares, TX",27.4516,-99.0933,,,,,Aguilares,TX
"Sullivan City, TX",26.2752,-98.5644,,,,,Sullivan City,TX
"San Leon, TX",29.4901,-94.9403,,,,,San Leon,TX
"Friona, TX",34.6394,-102.7232,,,,,Friona,TX
"Palmer, TX",32.425,-96.6733,,,,,Palmer,TX
"Los Altos, TX",27.4904,-99.3858,,,,,Los Altos,TX
"Panhandle, TX",35.346,-101.3804,,,,,Panhandle,TX
"Mauriceville, TX",30.2187,-93.8758,,,,,Mauriceville,TX
"Eastland, TX",32.403,-98.8173,,,,,Eastland,TX
"Castroville, TX",29.3512,-98.8721,,,,,Castroville,TX
"Atascocita, TX",29.9777,-95.1953,,,,,Atascocita,TX
"Chico, TX",33.296,-97.7987,,,,,Chico,TX
"Hallsville, TX",32.5027,-94.57,,,,,Hallsville,TX
"Lake City, TX",28.0821,-97.8828,,,,,Lake City,TX
"Fort Clark Springs, TX",29.2938,-100.4244,,,,,Fort Clark Springs,TX
"Palmhurst, TX",26.2583,-98.2953,,,,,Palmhurst,TX
"Fredericksburg, TX",30.2671,-98.8757,,,,,Fredericksburg,TX
"Nash, TX",33.4422,-94.1283,,,,,Nash,TX
"Copperas Cove, TX",31.1192,-97.914,,,,,Copperas Cove,TX
"Tynan, TX",28.1708,-97.7492,,,,,Tynan,TX
"Cottonwood Shores, TX",30.5521,-98.3249,,,,,Cottonwood Shores,TX
"Driscoll, TX",27.673,-97.7511,,,,,Driscoll,TX
"Tuleta, TX",28.5767,-97.798,,,,,Tuleta,TX
"Emerald Bay, TX",32.1602,-95.438,,,,,Emerald Bay,TX
"Pottsboro, TX",33.7709,-96.671,,,,,Pottsboro,TX
"Springtown, TX",32.9695,-97.6805,,,,,Springtown,TX
"La Grange, TX",29.9129,-96.8767,,,,,La Grange,TX
"Boyd, TX",33.0843,-97.5632,,,,,Boyd,TX
"Amistad, TX",29.5245,-101.153,,,,,Amistad,TX
"Kemah, TX",29.5307,-95.0194,,,,,Kemah,TX
"Crane, TX",31.3919,-102.3503,,,,,Crane,TX
"Omaha, TX",33.182,-94.7402,,,,,Omaha,TX
"Paducah, TX",34.0144,-100.3038,,,,,Paducah,TX
"Santa Fe, TX",29.3891,-95.1005,,,,,Santa Fe,TX
"Murillo, TX",26.2642,-98.1233,,,,,Murillo,TX
"Edroy, TX",27.9609,-97.6754,,,,,Edroy,TX
"Buffalo Springs, TX",33.5327,-101.7078,,,,,Buffalo Springs,TX
"Warren City, TX",32.553,-94.9056,,,,,Warren City,TX
"Encino, TX",26.9363,-98.1153,,,,,Encino,TX
"Muniz, TX",26.2578,-98.0897,,,,,Muniz,TX
"Aquilla, TX",31.8548,-97.22,,,,,Aquilla,TX
"Randolph AFB, TX",29.5301,-98.2787,,,,,Randolph AFB,TX
"Bremond, TX",31.1657,-96.676,,,,,Bremond,TX
"Indian Hills, TX",26.2124,-97.9165,,,,,Indian Hills,TX
"Siesta Shores, TX",26.8548,-99.2605,,,,,Siesta Shores,TX
"Ralls, TX",33.6788,-101.3845,,,,,Ralls,TX
"Palisades, TX",35.0614,-101.8032,,,,,Palisades,TX
"Fair Oaks Ranch, TX",29.7468,-98.6375,,,,,Fair Oaks Ranch,TX
"Graham, TX",33.1017,-98.5778,,,,,Graham,TX
"Ranchette Estates, TX",26.4844,-97.822,,,,,Ranchette Estates,TX
"Sinton, TX",28.0392,-97.5154,,,,,Sinton,TX
"Faysville, TX",26.4054,-98.1299,,,,,Faysville,TX
"Gainesville, TX",33.6391,-97.1487,,,,,Gainesville,TX
"Lake Bryan, TX",30.7188,-96.4631,,,,,Lake Bryan,TX
"Nacogdoches, TX",31.6135,-94.6528,,,,,Nacogdoches,TX
"Westworth Village, TX",32.7599,-97.4239,,,,,Westworth Village,TX
"Premont, TX",27.3586,-98.1244,,,,,Premont,TX
"Wickett, TX",31.5673,-103.0059,,,,,Wickett,TX
"Smiley, TX",29.2713,-97.6376,,,,,Smiley,TX
"Medina, TX",26.929,-99.2614,,,,,Medina,TX
"Pilot Point, TX",33.3955,-96.9501,,,,,Pilot Point,TX
