,Flight Date,Carrier,ORIGIN,DEST,DEP_DELAY_NEW,ARR_DELAY_NEW,FLIGHTS,WEATHER_DELAY
765,2018-09-25,DL,IAH,ATL,7.0,18.0,1.0,0.0
766,2018-09-26,DL,IAH,ATL,45.0,89.0,1.0,0.0
767,2018-09-26,DL,IAH,ATL,53.0,50.0,1.0,0.0
768,2018-09-26,DL,IAH,ATL,102.0,94.0,1.0,0.0
769,2018-09-26,DL,IAH,ATL,10.0,74.0,1.0,0.0
770,2018-09-26,DL,IAH,SLC,89.0,81.0,1.0,0.0
771,2018-09-26,DL,IAH,ATL,114.0,91.0,1.0,0.0
772,2018-09-27,DL,IAH,ATL,28.0,38.0,1.0,0.0
773,2018-09-27,DL,IAH,ATL,143.0,139.0,1.0,0.0
774,2018-09-27,DL,IAH,ATL,36.0,28.0,1.0,0.0
775,2018-09-27,DL,IAH,ATL,21.0,21.0,1.0,0.0
776,2018-09-28,DL,IAH,ATL,25.0,20.0,1.0,0.0
777,2018-09-28,DL,IAH,ATL,22.0,15.0,1.0,0.0
778,2018-09-29,DL,IAH,ATL,0.0,30.0,1.0,0.0
779,2018-09-30,DL,IAH,ATL,0.0,17.0,1.0,0.0
780,2018-10-01,DL,IAH,ATL,32.0,20.0,1.0,20.0
781,2018-10-01,DL,IAH,ATL,38.0,42.0,1.0,0.0
782,2018-10-01,DL,IAH,DTW,145.0,131.0,1.0,0.0
783,2018-10-01,DL,IAH,ATL,45.0,39.0,1.0,0.0
784,2018-10-01,DL,IAH,ATL,19.0,22.0,1.0,0.0
785,2018-10-05,DL,IAH,ATL,11.0,17.0,1.0,0.0
786,2018-10-05,DL,IAH,ATL,56.0,50.0,1.0,0.0
787,2018-10-08,DL,IAH,DTW,0.0,33.0,1.0,0.0
788,2018-10-08,DL,IAH,ATL,0.0,17.0,1.0,0.0
789,2018-10-09,DL,IAH,ATL,42.0,59.0,1.0,0.0
790,2018-10-10,DL,IAH,SLC,27.0,18.0,1.0,0.0
791,2018-10-10,DL,IAH,ATL,16.0,33.0,1.0,0.0
792,2018-10-15,DL,IAH,ATL,4.0,63.0,1.0,0.0
793,2018-10-15,DL,IAH,ATL,0.0,25.0,1.0,0.0
794,2018-10-15,DL,IAH,ATL,70.0,123.0,1.0,13.0
795,2018-10-15,DL,IAH,ATL,44.0,54.0,1.0,0.0
796,2018-10-15,DL,IAH,ATL,0.0,15.0,1.0,0.0
797,2018-10-17,DL,IAH,ATL,15.0,38.0,1.0,0.0
798,2018-10-18,DL,IAH,ATL,48.0,40.0,1.0,0.0
799,2018-10-18,DL,IAH,ATL,47.0,43.0,1.0,0.0
800,2018-10-19,DL,IAH,ATL,28.0,15.0,1.0,0.0
801,2018-10-20,DL,IAH,ATL,106.0,99.0,1.0,0.0
802,2018-10-21,DL,IAH,DTW,69.0,55.0,1.0,0.0
803,2018-10-22,DL,IAH,ATL,31.0,18.0,1.0,0.0
804,2018-10-23,DL,IAH,ATL,317.0,300.0,1.0,0.0
805,2018-10-23,DL,IAH,ATL,48.0,38.0,1.0,0.0
806,2018-10-23,DL,IAH,ATL,66.0,56.0,1.0,0.0
807,2018-10-24,DL,IAH,ATL,45.0,37.0,1.0,0.0
808,2018-10-26,DL,IAH,ATL,27.0,23.0,1.0,0.0
809,2018-10-26,DL,IAH,ATL,33.0,25.0,1.0,0.0
810,2018-10-31,DL,IAH,ATL,81.0,73.0,1.0,0.0
811,2018-11-01,DL,IAH,ATL,0.0,18.0,1.0,0.0
812,2018-11-01,DL,IAH,ATL,52.0,55.0,1.0,0.0
813,2018-11-01,DL,IAH,DTW,56.0,37.0,1.0,0.0
814,2018-11-01,DL,IAH,ATL,24.0,42.0,1.0,0.0
815,2018-11-01,DL,IAH,ATL,49.0,31.0,1.0,0.0
816,2018-11-01,DL,IAH,ATL,0.0,48.0,1.0,0.0
817,2018-11-02,DL,IAH,ATL,570.0,551.0,1.0,0.0
818,2018-11-02,DL,IAH,ATL,41.0,29.0,1.0,0.0
819,2018-11-04,DL,IAH,ATL,15.0,16.0,1.0,0.0
820,2018-11-05,DL,IAH,ATL,39.0,47.0,1.0,0.0
821,2018-11-05,DL,IAH,ATL,21.0,34.0,1.0,0.0
822,2018-11-05,DL,IAH,ATL,0.0,96.0,1.0,0.0
823,2018-11-07,DL,IAH,ATL,25.0,42.0,1.0,0.0
824,2018-11-07,DL,IAH,ATL,15.0,29.0,1.0,0.0
825,2018-11-07,DL,IAH,ATL,39.0,29.0,1.0,23.0
826,2018-11-08,DL,IAH,ATL,30.0,32.0,1.0,0.0
827,2018-11-08,DL,IAH,ATL,23.0,25.0,1.0,0.0
828,2018-11-09,DL,IAH,ATL,58.0,71.0,1.0,0.0
829,2018-11-09,DL,IAH,ATL,34.0,28.0,1.0,0.0
830,2018-11-09,DL,IAH,ATL,27.0,57.0,1.0,0.0
831,2018-11-09,DL,IAH,ATL,32.0,113.0,1.0,0.0
832,2018-11-09,DL,IAH,ATL,46.0,46.0,1.0,0.0
833,2018-11-09,DL,IAH,ATL,23.0,39.0,1.0,0.0
834,2018-11-11,DL,IAH,ATL,21.0,27.0,1.0,0.0
835,2018-11-12,DL,IAH,ATL,37.0,46.0,1.0,0.0
836,2018-11-12,DL,IAH,ATL,61.0,69.0,1.0,0.0
837,2018-11-13,DL,IAH,ATL,38.0,48.0,1.0,0.0
838,2018-11-13,DL,IAH,ATL,38.0,57.0,1.0,0.0
839,2018-11-14,DL,IAH,ATL,8.0,32.0,1.0,0.0
840,2018-11-14,DL,IAH,ATL,21.0,15.0,1.0,0.0
841,2018-11-14,DL,IAH,ATL,15.0,27.0,1.0,0.0
842,2018-11-15,DL,IAH,ATL,20.0,17.0,1.0,0.0
843,2018-11-15,DL,IAH,ATL,8.0,23.0,1.0,0.0
844,2018-11-15,DL,IAH,ATL,63.0,52.0,1.0,0.0
845,2018-11-16,DL,IAH,DTW,260.0,249.0,1.0,0.0
846,2018-11-19,DL,IAH,ATL,38.0,15.0,1.0,0.0
847,2018-11-23,DL,IAH,ATL,50.0,30.0,1.0,1.0
848,2018-11-24,DL,IAH,ATL,566.0,540.0,1.0,0.0
849,2018-11-25,DL,IAH,ATL,0.0,70.0,1.0,0.0
850,2018-11-25,DL,IAH,ATL,31.0,28.0,1.0,0.0
851,2018-11-25,DL,IAH,ATL,37.0,27.0,1.0,0.0
852,2018-11-25,DL,IAH,ATL,40.0,23.0,1.0,0.0
853,2018-11-25,DL,IAH,ATL,124.0,122.0,1.0,0.0
854,2018-11-26,DL,IAH,ATL,19.0,28.0,1.0,0.0
855,2018-11-28,DL,IAH,ATL,76.0,63.0,1.0,0.0
856,2018-11-30,DL,IAH,ATL,37.0,16.0,1.0,0.0
857,2018-12-01,DL,IAH,ATL,40.0,28.0,1.0,0.0
858,2018-12-01,DL,IAH,ATL,2.0,30.0,1.0,0.0
859,2018-12-06,DL,IAH,ATL,32.0,19.0,1.0,0.0
860,2018-12-07,DL,IAH,ATL,38.0,34.0,1.0,0.0
861,2018-12-07,DL,IAH,ATL,48.0,51.0,1.0,0.0
862,2018-12-08,DL,IAH,ATL,139.0,147.0,1.0,0.0
863,2018-12-09,DL,IAH,DTW,28.0,22.0,1.0,0.0
864,2018-12-13,DL,IAH,ATL,52.0,35.0,1.0,0.0
865,2018-12-13,DL,IAH,ATL,132.0,114.0,1.0,0.0
866,2018-12-13,DL,IAH,ATL,75.0,58.0,1.0,0.0
867,2018-12-13,DL,IAH,ATL,38.0,69.0,1.0,0.0
868,2018-12-14,DL,IAH,ATL,15.0,22.0,1.0,0.0
869,2018-12-14,DL,IAH,ATL,0.0,20.0,1.0,0.0
870,2018-12-14,DL,IAH,ATL,73.0,87.0,1.0,0.0
871,2018-12-14,DL,IAH,ATL,36.0,45.0,1.0,0.0
872,2018-12-14,DL,IAH,ATL,33.0,51.0,1.0,0.0
873,2018-12-16,DL,IAH,ATL,9.0,21.0,1.0,0.0
874,2018-12-18,DL,IAH,ATL,54.0,41.0,1.0,0.0
875,2018-12-19,DL,IAH,ATL,21.0,18.0,1.0,0.0
876,2018-12-20,DL,IAH,ATL,0.0,23.0,1.0,0.0
877,2018-12-21,DL,IAH,ATL,113.0,108.0,1.0,0.0
878,2018-12-21,DL,IAH,SLC,13.0,17.0,1.0,0.0
879,2018-12-23,DL,IAH,ATL,35.0,29.0,1.0,0.0
880,2018-12-26,DL,IAH,ATL,275.0,257.0,1.0,0.0
881,2018-12-27,DL,IAH,ATL,18.0,21.0,1.0,0.0
882,2018-12-27,DL,IAH,ATL,198.0,233.0,1.0,0.0
883,2018-12-27,DL,IAH,ATL,72.0,99.0,1.0,0.0
884,2018-12-27,DL,IAH,ATL,72.0,61.0,1.0,0.0
885,2018-12-31,DL,IAH,ATL,31.0,29.0,1.0,0.0
886,2019-01-02,DL,IAH,ATL,101.0,90.0,1.0,0.0
887,2019-01-03,DL,IAH,ATL,39.0,32.0,1.0,0.0
888,2019-01-15,DL,IAH,ATL,46.0,64.0,1.0,0.0
889,2019-01-17,DL,IAH,ATL,30.0,23.0,1.0,0.0
890,2019-01-17,DL,IAH,ATL,46.0,42.0,1.0,0.0
891,2019-01-18,DL,IAH,ATL,51.0,55.0,1.0,0.0
892,2019-01-18,DL,IAH,ATL,47.0,30.0,1.0,0.0
893,2019-01-18,DL,IAH,ATL,106.0,92.0,1.0,0.0
894,2019-01-19,DL,IAH,ATL,1.0,43.0,1.0,0.0
895,2019-01-20,DL,IAH,ATL,0.0,18.0,1.0,0.0
896,2019-01-21,DL,IAH,ATL,50.0,37.0,1.0,0.0
897,2019-01-22,DL,IAH,ATL,25.0,15.0,1.0,0.0
898,2019-01-23,DL,IAH,ATL,24.0,78.0,1.0,0.0
899,2019-01-23,DL,IAH,ATL,22.0,28.0,1.0,0.0
900,2019-01-24,DL,IAH,ATL,61.0,43.0,1.0,0.0
901,2019-01-25,DL,IAH,ATL,33.0,20.0,1.0,0.0
902,2019-01-29,DL,IAH,ATL,22.0,23.0,1.0,0.0
903,2019-01-29,DL,IAH,ATL,29.0,19.0,1.0,0.0
904,2019-01-30,DL,IAH,ATL,38.0,20.0,1.0,0.0
905,2019-01-31,DL,IAH,ATL,34.0,27.0,1.0,0.0
906,2019-01-31,DL,IAH,ATL,70.0,79.0,1.0,0.0
907,2019-02-01,DL,IAH,ATL,28.0,26.0,1.0,0.0
908,2019-02-06,DL,IAH,ATL,51.0,41.0,1.0,0.0
909,2019-02-07,DL,IAH,ATL,143.0,145.0,1.0,0.0
910,2019-02-10,DL,IAH,ATL,42.0,19.0,1.0,0.0
911,2019-02-10,DL,IAH,ATL,63.0,55.0,1.0,0.0
912,2019-02-11,DL,IAH,ATL,50.0,40.0,1.0,0.0
913,2019-02-12,DL,IAH,ATL,48.0,44.0,1.0,0.0
914,2019-02-12,DL,IAH,ATL,23.0,44.0,1.0,0.0
915,2019-02-15,DL,IAH,ATL,22.0,22.0,1.0,0.0
916,2019-02-16,DL,IAH,ATL,145.0,128.0,1.0,0.0
917,2019-02-17,DL,IAH,ATL,11.0,38.0,1.0,0.0
918,2019-02-17,DL,IAH,ATL,62.0,68.0,1.0,0.0
919,2019-02-18,DL,IAH,ATL,38.0,23.0,1.0,0.0
920,2019-02-19,DL,IAH,ATL,154.0,146.0,1.0,0.0
921,2019-02-19,DL,IAH,ATL,41.0,50.0,1.0,0.0
922,2019-02-19,DL,IAH,ATL,34.0,25.0,1.0,0.0
923,2019-02-19,DL,IAH,ATL,30.0,34.0,1.0,0.0
924,2019-02-20,DL,IAH,ATL,31.0,43.0,1.0,0.0
925,2019-02-20,DL,IAH,ATL,56.0,64.0,1.0,0.0
926,2019-02-20,DL,IAH,ATL,121.0,116.0,1.0,0.0
927,2019-02-20,DL,IAH,ATL,83.0,100.0,1.0,0.0
928,2019-02-20,DL,IAH,ATL,147.0,144.0,1.0,0.0
929,2019-02-20,DL,IAH,ATL,61.0,68.0,1.0,0.0
930,2019-02-20,DL,IAH,ATL,44.0,70.0,1.0,0.0
931,2019-02-21,DL,IAH,ATL,113.0,86.0,1.0,0.0
932,2019-02-21,DL,IAH,ATL,48.0,31.0,1.0,0.0
933,2019-02-21,DL,IAH,ATL,47.0,30.0,1.0,0.0
934,2019-02-21,DL,IAH,ATL,75.0,68.0,1.0,0.0
935,2019-02-21,DL,IAH,ATL,29.0,22.0,1.0,0.0
936,2019-02-21,DL,IAH,ATL,40.0,41.0,1.0,0.0
937,2019-02-22,DL,IAH,ATL,30.0,26.0,1.0,0.0
938,2019-02-22,DL,IAH,ATL,0.0,26.0,1.0,0.0
939,2019-02-24,DL,IAH,ATL,17.0,18.0,1.0,0.0
940,2019-02-25,DL,IAH,ATL,39.0,43.0,1.0,0.0
941,2019-02-25,DL,IAH,ATL,52.0,47.0,1.0,0.0
942,2019-02-25,DL,IAH,ATL,19.0,27.0,1.0,3.0
943,2019-02-25,DL,IAH,ATL,45.0,38.0,1.0,0.0
944,2019-02-28,DL,IAH,ATL,7.0,17.0,1.0,0.0
945,2019-02-28,DL,IAH,ATL,39.0,42.0,1.0,0.0
946,2019-02-28,DL,IAH,ATL,16.0,42.0,1.0,0.0
947,2019-02-28,DL,IAH,ATL,27.0,28.0,1.0,0.0
948,2019-02-28,DL,IAH,ATL,13.0,18.0,1.0,0.0
949,2019-03-01,DL,IAH,ATL,25.0,22.0,1.0,0.0
950,2019-03-01,DL,IAH,ATL,84.0,86.0,1.0,0.0
951,2019-03-01,DL,IAH,ATL,45.0,48.0,1.0,0.0
952,2019-03-03,DL,IAH,ATL,355.0,359.0,1.0,0.0
953,2019-03-03,DL,IAH,ATL,37.0,22.0,1.0,0.0
954,2019-03-03,DL,IAH,ATL,133.0,123.0,1.0,0.0
955,2019-03-03,DL,IAH,ATL,42.0,43.0,1.0,0.0
956,2019-03-03,DL,IAH,ATL,34.0,50.0,1.0,0.0
957,2019-03-04,DL,IAH,SLC,54.0,55.0,1.0,0.0
958,2019-03-04,DL,IAH,ATL,79.0,82.0,1.0,0.0
959,2019-03-05,DL,IAH,SLC,13.0,23.0,1.0,0.0
960,2019-03-05,DL,IAH,ATL,29.0,33.0,1.0,0.0
961,2019-03-05,DL,IAH,ATL,8.0,33.0,1.0,0.0
962,2019-03-05,DL,IAH,ATL,248.0,229.0,1.0,0.0
963,2019-03-06,DL,IAH,ATL,117.0,107.0,1.0,0.0
964,2019-03-07,DL,IAH,ATL,28.0,30.0,1.0,0.0
965,2019-03-08,DL,IAH,SLC,158.0,152.0,1.0,0.0
966,2019-03-09,DL,IAH,ATL,0.0,29.0,1.0,0.0
967,2019-03-11,DL,IAH,ATL,0.0,23.0,1.0,0.0
968,2019-03-11,DL,IAH,ATL,473.0,459.0,1.0,0.0
969,2019-03-12,DL,IAH,ATL,25.0,31.0,1.0,0.0
970,2019-03-12,DL,IAH,ATL,27.0,15.0,1.0,0.0
971,2019-03-12,DL,IAH,ATL,53.0,43.0,1.0,0.0
972,2019-03-13,DL,IAH,ATL,26.0,21.0,1.0,0.0
973,2019-03-14,DL,IAH,ATL,9.0,15.0,1.0,0.0
974,2019-03-14,DL,IAH,ATL,31.0,24.0,1.0,0.0
975,2019-03-15,DL,IAH,ATL,44.0,56.0,1.0,0.0
976,2019-03-15,DL,IAH,ATL,38.0,33.0,1.0,0.0
977,2019-03-15,DL,IAH,ATL,19.0,28.0,1.0,0.0
978,2019-03-17,DL,IAH,ATL,55.0,47.0,1.0,0.0
979,2019-03-18,DL,IAH,ATL,89.0,84.0,1.0,0.0
980,2019-03-25,DL,IAH,ATL,5.0,37.0,1.0,0.0
981,2019-03-25,DL,IAH,ATL,133.0,134.0,1.0,0.0
982,2019-03-26,DL,IAH,ATL,0.0,17.0,1.0,0.0
983,2019-03-26,DL,IAH,ATL,0.0,16.0,1.0,0.0
984,2019-03-27,DL,IAH,ATL,38.0,43.0,1.0,0.0
985,2019-03-29,DL,IAH,ATL,42.0,41.0,1.0,0.0
986,2019-03-30,DL,IAH,ATL,50.0,47.0,1.0,0.0
987,2019-03-31,DL,IAH,ATL,20.0,16.0,1.0,0.0
988,2019-03-31,DL,IAH,ATL,31.0,18.0,1.0,0.0
989,2019-05-01,DL,IAH,LGA,19.0,33.0,1.0,0.0
990,2019-05-01,DL,IAH,ATL,8.0,18.0,1.0,0.0
991,2019-05-01,DL,IAH,ATL,43.0,32.0,1.0,0.0
992,2019-05-02,DL,IAH,LGA,24.0,50.0,1.0,0.0
993,2019-05-02,DL,IAH,LGA,61.0,59.0,1.0,0.0
994,2019-05-02,DL,IAH,ATL,34.0,21.0,1.0,0.0
995,2019-05-02,DL,IAH,LGA,35.0,74.0,1.0,0.0
996,2019-05-02,DL,IAH,SLC,9.0,60.0,1.0,9.0
997,2019-05-02,DL,IAH,LGA,22.0,15.0,1.0,0.0
998,2019-05-02,DL,IAH,ATL,68.0,51.0,1.0,0.0
999,2019-05-02,DL,IAH,ATL,177.0,165.0,1.0,7.0
1000,2019-05-02,DL,IAH,ATL,45.0,37.0,1.0,0.0
1001,2019-05-02,DL,IAH,ATL,152.0,125.0,1.0,72.0
1002,2019-05-03,DL,IAH,ATL,291.0,270.0,1.0,0.0
1003,2019-05-03,DL,IAH,LGA,45.0,46.0,1.0,0.0
1004,2019-05-03,DL,IAH,LGA,102.0,86.0,1.0,0.0
1005,2019-05-03,DL,IAH,ATL,195.0,183.0,1.0,0.0
1006,2019-05-04,DL,IAH,ATL,407.0,406.0,1.0,0.0
1007,2019-05-04,DL,IAH,ATL,19.0,18.0,1.0,0.0
1008,2019-05-04,DL,IAH,ATL,37.0,60.0,1.0,0.0
1009,2019-05-04,DL,IAH,ATL,39.0,28.0,1.0,0.0
1010,2019-05-05,DL,IAH,LGA,1.0,43.0,1.0,0.0
1011,2019-05-05,DL,IAH,LGA,67.0,45.0,1.0,0.0
1012,2019-05-06,DL,IAH,ATL,382.0,371.0,1.0,0.0
1013,2019-05-06,DL,IAH,LGA,32.0,18.0,1.0,0.0
1014,2019-05-07,DL,IAH,LGA,104.0,91.0,1.0,91.0
1015,2019-05-07,DL,IAH,ATL,49.0,43.0,1.0,2.0
1016,2019-05-07,DL,IAH,LGA,32.0,29.0,1.0,29.0
1017,2019-05-07,DL,IAH,ATL,209.0,196.0,1.0,71.0
1018,2019-05-07,DL,IAH,LGA,150.0,136.0,1.0,7.0
1019,2019-05-07,DL,IAH,ATL,178.0,172.0,1.0,4.0
1020,2019-05-08,DL,IAH,ATL,53.0,30.0,1.0,0.0
1021,2019-05-08,DL,IAH,ATL,167.0,165.0,1.0,0.0
1022,2019-05-08,DL,IAH,LGA,82.0,74.0,1.0,0.0
1023,2019-05-08,DL,IAH,ATL,31.0,55.0,1.0,0.0
1024,2019-05-08,DL,IAH,ATL,13.0,20.0,1.0,0.0
1025,2019-05-08,DL,IAH,LGA,107.0,105.0,1.0,0.0
1026,2019-05-08,DL,IAH,LGA,0.0,19.0,1.0,0.0
1027,2019-05-08,DL,IAH,SLC,89.0,113.0,1.0,0.0
1028,2019-05-09,DL,IAH,ATL,40.0,38.0,1.0,0.0
1029,2019-05-09,DL,IAH,LGA,1107.0,1077.0,1.0,0.0
1030,2019-05-09,DL,IAH,ATL,102.0,114.0,1.0,0.0
1031,2019-05-09,DL,IAH,LGA,449.0,431.0,1.0,431.0
1032,2019-05-09,DL,IAH,ATL,25.0,73.0,1.0,0.0
1033,2019-05-09,DL,IAH,LGA,355.0,421.0,1.0,0.0
1034,2019-05-09,DL,IAH,LGA,110.0,87.0,1.0,0.0
1035,2019-05-09,DL,IAH,ATL,733.0,729.0,1.0,0.0
1036,2019-05-10,DL,IAH,ATL,44.0,41.0,1.0,0.0
1037,2019-05-10,DL,IAH,LGA,43.0,28.0,1.0,0.0
1038,2019-05-10,DL,IAH,ATL,39.0,35.0,1.0,0.0
1039,2019-05-10,DL,IAH,ATL,60.0,60.0,1.0,0.0
1040,2019-05-10,DL,IAH,ATL,232.0,227.0,1.0,0.0
1041,2019-05-10,DL,IAH,ATL,50.0,43.0,1.0,0.0
1042,2019-05-10,DL,IAH,ATL,133.0,126.0,1.0,0.0
1043,2019-05-10,DL,IAH,LGA,233.0,204.0,1.0,0.0
1044,2019-05-11,DL,IAH,ATL,115.0,106.0,1.0,0.0
1045,2019-05-11,DL,IAH,DTW,14.0,28.0,1.0,0.0
1046,2019-05-11,DL,IAH,ATL,31.0,38.0,1.0,0.0
1047,2019-05-11,DL,IAH,ATL,30.0,17.0,1.0,17.0
1048,2019-05-12,DL,IAH,LGA,306.0,284.0,1.0,0.0
1049,2019-05-12,DL,IAH,ATL,9.0,20.0,1.0,0.0
1050,2019-05-12,DL,IAH,ATL,25.0,26.0,1.0,0.0
1051,2019-05-13,DL,IAH,LGA,164.0,127.0,1.0,0.0
1052,2019-05-14,DL,IAH,SLC,45.0,26.0,1.0,0.0
1053,2019-05-15,DL,IAH,LGA,285.0,269.0,1.0,0.0
1054,2019-05-16,DL,IAH,LGA,52.0,57.0,1.0,0.0
1055,2019-05-17,DL,IAH,ATL,17.0,19.0,1.0,0.0
1056,2019-05-17,DL,IAH,ATL,17.0,18.0,1.0,0.0
1057,2019-05-17,DL,IAH,ATL,126.0,127.0,1.0,0.0
1058,2019-05-17,DL,IAH,LGA,0.0,17.0,1.0,0.0
1059,2019-05-18,DL,IAH,ATL,36.0,25.0,1.0,0.0
1060,2019-05-18,DL,IAH,SLC,211.0,206.0,1.0,0.0
1061,2019-05-19,DL,IAH,ATL,173.0,164.0,1.0,0.0
1062,2019-05-19,DL,IAH,LGA,44.0,43.0,1.0,0.0
1063,2019-05-19,DL,IAH,ATL,51.0,44.0,1.0,0.0
1064,2019-05-19,DL,IAH,LGA,16.0,128.0,1.0,0.0
1065,2019-05-19,DL,IAH,LGA,85.0,89.0,1.0,0.0
1066,2019-05-19,DL,IAH,ATL,20.0,33.0,1.0,0.0
1067,2019-05-20,DL,IAH,SLC,30.0,19.0,1.0,0.0
1068,2019-05-20,DL,IAH,LGA,6.0,33.0,1.0,0.0
1069,2019-05-20,DL,IAH,LGA,43.0,45.0,1.0,0.0
1070,2019-05-21,DL,IAH,LGA,135.0,116.0,1.0,0.0
1071,2019-05-23,DL,IAH,LGA,25.0,27.0,1.0,0.0
1072,2019-05-23,DL,IAH,LGA,82.0,75.0,1.0,0.0
1073,2019-05-23,DL,IAH,LGA,125.0,140.0,1.0,0.0
1074,2019-05-23,DL,IAH,ATL,40.0,35.0,1.0,0.0
1075,2019-05-24,DL,IAH,ATL,111.0,105.0,1.0,0.0
1076,2019-05-24,DL,IAH,ATL,23.0,16.0,1.0,0.0
1077,2019-05-24,DL,IAH,ATL,179.0,160.0,1.0,0.0
1078,2019-05-24,DL,IAH,LGA,22.0,42.0,1.0,0.0
1079,2019-05-24,DL,IAH,LGA,37.0,31.0,1.0,0.0
1080,2019-05-24,DL,IAH,ATL,25.0,17.0,1.0,0.0
1081,2019-05-24,DL,IAH,LGA,67.0,65.0,1.0,0.0
1082,2019-05-24,DL,IAH,ATL,45.0,35.0,1.0,0.0
1083,2019-05-26,DL,IAH,ATL,148.0,131.0,1.0,0.0
1084,2019-05-28,DL,IAH,LGA,71.0,78.0,1.0,0.0
1085,2019-05-28,DL,IAH,LGA,938.0,937.0,1.0,0.0
1086,2019-05-28,DL,IAH,LGA,269.0,252.0,1.0,0.0
1087,2019-05-29,DL,IAH,LGA,27.0,32.0,1.0,0.0
1088,2019-05-29,DL,IAH,LGA,28.0,22.0,1.0,0.0
1089,2019-05-29,DL,IAH,LGA,63.0,45.0,1.0,0.0
1090,2019-05-30,DL,IAH,LGA,1.0,39.0,1.0,0.0
1091,2019-05-30,DL,IAH,ATL,23.0,18.0,1.0,0.0
1092,2019-05-30,DL,IAH,LGA,0.0,80.0,1.0,0.0
1093,2019-05-30,DL,IAH,SLC,9.0,68.0,1.0,0.0
1094,2019-05-30,DL,IAH,LGA,95.0,97.0,1.0,0.0
1095,2019-05-30,DL,IAH,LGA,98.0,80.0,1.0,0.0
1096,2019-05-30,DL,IAH,ATL,68.0,52.0,1.0,0.0
1097,2019-05-31,DL,IAH,LGA,6.0,56.0,1.0,0.0
1098,2019-05-31,DL,IAH,LGA,6.0,32.0,1.0,0.0
1099,2019-06-02,DL,IAH,ATL,23.0,25.0,1.0,0.0
1100,2019-06-02,DL,IAH,LGA,104.0,102.0,1.0,0.0
1101,2019-06-02,DL,IAH,LGA,0.0,58.0,1.0,0.0
1102,2019-06-03,DL,IAH,ATL,91.0,64.0,1.0,0.0
1103,2019-06-03,DL,IAH,SLC,60.0,29.0,1.0,0.0
1104,2019-06-04,DL,IAH,LGA,1.0,17.0,1.0,0.0
1105,2019-06-05,DL,IAH,LGA,50.0,48.0,1.0,0.0
1106,2019-06-05,DL,IAH,LGA,33.0,19.0,1.0,0.0
1107,2019-06-05,DL,IAH,LGA,81.0,59.0,1.0,0.0
1108,2019-06-05,DL,IAH,LGA,60.0,49.0,1.0,0.0
1109,2019-06-06,DL,IAH,ATL,33.0,28.0,1.0,0.0
1110,2019-06-06,DL,IAH,ATL,39.0,34.0,1.0,0.0
1111,2019-06-06,DL,IAH,LGA,593.0,561.0,1.0,0.0
1112,2019-06-06,DL,IAH,ATL,28.0,20.0,1.0,0.0
1113,2019-06-07,DL,IAH,ATL,0.0,50.0,1.0,0.0
1114,2019-06-07,DL,IAH,LGA,55.0,81.0,1.0,0.0
1115,2019-06-07,DL,IAH,ATL,24.0,19.0,1.0,0.0
1116,2019-06-07,DL,IAH,ATL,2.0,22.0,1.0,0.0
1117,2019-06-08,DL,IAH,LGA,199.0,181.0,1.0,0.0
1118,2019-06-08,DL,IAH,ATL,128.0,129.0,1.0,0.0
1119,2019-06-08,DL,IAH,ATL,131.0,168.0,1.0,0.0
1120,2019-06-08,DL,IAH,ATL,98.0,94.0,1.0,0.0
1121,2019-06-08,DL,IAH,ATL,28.0,27.0,1.0,0.0
1122,2019-06-08,DL,IAH,ATL,371.0,365.0,1.0,0.0
1123,2019-06-08,DL,IAH,LGA,49.0,39.0,1.0,0.0
1124,2019-06-09,DL,IAH,LGA,81.0,62.0,1.0,0.0
1125,2019-06-09,DL,IAH,ATL,28.0,25.0,1.0,0.0
1126,2019-06-09,DL,IAH,ATL,70.0,53.0,1.0,0.0
1127,2019-06-09,DL,IAH,LGA,36.0,46.0,1.0,0.0
1128,2019-06-09,DL,IAH,ATL,59.0,47.0,1.0,0.0
1129,2019-06-10,DL,IAH,ATL,12.0,17.0,1.0,0.0
1130,2019-06-10,DL,IAH,LGA,987.0,974.0,1.0,0.0
1131,2019-06-10,DL,IAH,LGA,97.0,97.0,1.0,0.0
1132,2019-06-10,DL,IAH,LGA,3.0,18.0,1.0,0.0
1133,2019-06-11,DL,IAH,ATL,260.0,242.0,1.0,0.0
1134,2019-06-12,DL,IAH,LGA,73.0,42.0,1.0,0.0
1135,2019-06-13,DL,IAH,LGA,37.0,36.0,1.0,0.0
1136,2019-06-13,DL,IAH,LGA,83.0,42.0,1.0,0.0
1137,2019-06-13,DL,IAH,SLC,24.0,31.0,1.0,0.0
1138,2019-06-16,DL,IAH,ATL,13.0,52.0,1.0,3.0
1139,2019-06-16,DL,IAH,ATL,2.0,15.0,1.0,0.0
1140,2019-06-16,DL,IAH,SLC,46.0,66.0,1.0,7.0
1141,2019-06-16,DL,IAH,LGA,26.0,99.0,1.0,8.0
1142,2019-06-16,DL,IAH,ATL,280.0,335.0,1.0,0.0
1143,2019-06-16,DL,IAH,ATL,16.0,65.0,1.0,11.0
1144,2019-06-16,DL,IAH,LGA,112.0,137.0,1.0,2.0
1145,2019-06-16,DL,IAH,ATL,51.0,28.0,1.0,4.0
1146,2019-06-17,DL,IAH,LGA,10.0,25.0,1.0,0.0
