,Flight Date,Carrier,ORIGIN,DEST,DEP_DELAY_NEW,ARR_DELAY_NEW,FLIGHTS,WEATHER_DELAY
379,2017-12-13,DL,IAH,ATL,0.0,16.0,1.0,0.0
380,2017-12-14,DL,IAH,SLC,43.0,20.0,1.0,0.0
381,2017-12-15,DL,IAH,SLC,44.0,19.0,1.0,0.0
382,2017-12-15,DL,IAH,ATL,64.0,42.0,1.0,0.0
383,2017-12-17,DL,IAH,ATL,0.0,249.0,1.0,0.0
384,2017-12-18,DL,IAH,MSP,89.0,66.0,1.0,0.0
385,2017-12-18,DL,IAH,ATL,47.0,21.0,1.0,0.0
386,2017-12-18,DL,IAH,ATL,28.0,23.0,1.0,0.0
387,2017-12-19,DL,IAH,ATL,44.0,34.0,1.0,0.0
388,2017-12-19,DL,IAH,ATL,46.0,34.0,1.0,0.0
389,2017-12-20,DL,IAH,ATL,10.0,32.0,1.0,0.0
390,2017-12-22,DL,IAH,ATL,39.0,19.0,1.0,0.0
391,2017-12-23,DL,IAH,ATL,41.0,34.0,1.0,0.0
392,2017-12-25,DL,IAH,ATL,50.0,40.0,1.0,0.0
393,2017-12-27,DL,IAH,ATL,58.0,73.0,1.0,0.0
394,2017-12-27,DL,IAH,ATL,44.0,25.0,1.0,0.0
395,2017-12-28,DL,IAH,ATL,48.0,25.0,1.0,0.0
396,2017-12-31,DL,IAH,ATL,1.0,19.0,1.0,0.0
397,2018-01-03,DL,IAH,ATL,38.0,41.0,1.0,0.0
398,2018-01-03,DL,IAH,ATL,21.0,25.0,1.0,21.0
399,2018-01-03,DL,IAH,MSP,0.0,31.0,1.0,0.0
400,2018-01-04,DL,IAH,ATL,46.0,47.0,1.0,0.0
401,2018-01-06,DL,IAH,ATL,71.0,90.0,1.0,0.0
402,2018-01-07,DL,IAH,ATL,33.0,19.0,1.0,0.0
403,2018-01-08,DL,IAH,ATL,78.0,74.0,1.0,0.0
404,2018-01-08,DL,IAH,ATL,34.0,42.0,1.0,0.0
405,2018-01-08,DL,IAH,ATL,0.0,33.0,1.0,0.0
406,2018-01-08,DL,IAH,ATL,41.0,61.0,1.0,0.0
407,2018-01-08,DL,IAH,ATL,49.0,45.0,1.0,0.0
408,2018-01-08,DL,IAH,ATL,59.0,63.0,1.0,0.0
409,2018-01-11,DL,IAH,ATL,303.0,288.0,1.0,0.0
410,2018-01-11,DL,IAH,ATL,180.0,166.0,1.0,0.0
411,2018-01-11,DL,IAH,MSP,383.0,365.0,1.0,0.0
412,2018-01-11,DL,IAH,MSP,71.0,71.0,1.0,0.0
413,2018-01-11,DL,IAH,ATL,150.0,132.0,1.0,2.0
414,2018-01-12,DL,IAH,ATL,25.0,18.0,1.0,0.0
415,2018-01-12,DL,IAH,ATL,0.0,31.0,1.0,0.0
416,2018-01-12,DL,IAH,ATL,72.0,54.0,1.0,0.0
417,2018-01-12,DL,IAH,ATL,30.0,26.0,1.0,0.0
418,2018-01-12,DL,IAH,ATL,330.0,326.0,1.0,0.0
419,2018-01-14,DL,IAH,ATL,95.0,74.0,1.0,0.0
420,2018-01-17,DL,IAH,MSP,25.0,28.0,1.0,25.0
421,2018-01-17,DL,IAH,ATL,546.0,606.0,1.0,0.0
422,2018-01-17,DL,IAH,ATL,607.0,612.0,1.0,607.0
423,2018-01-18,DL,IAH,ATL,56.0,38.0,1.0,0.0
424,2018-01-18,DL,IAH,MSP,90.0,80.0,1.0,0.0
425,2018-01-18,DL,IAH,ATL,121.0,115.0,1.0,0.0
426,2018-01-18,DL,IAH,ATL,36.0,20.0,1.0,0.0
427,2018-01-18,DL,IAH,ATL,105.0,113.0,1.0,0.0
428,2018-01-19,DL,IAH,ATL,29.0,28.0,1.0,0.0
429,2018-01-19,DL,IAH,ATL,63.0,52.0,1.0,0.0
430,2018-01-19,DL,IAH,ATL,65.0,59.0,1.0,0.0
431,2018-01-20,DL,IAH,ATL,34.0,34.0,1.0,0.0
432,2018-01-22,DL,IAH,MSP,46.0,52.0,1.0,0.0
433,2018-01-25,DL,IAH,ATL,0.0,26.0,1.0,0.0
434,2018-01-27,DL,IAH,ATL,133.0,109.0,1.0,0.0
435,2018-01-29,DL,IAH,MSP,0.0,23.0,1.0,0.0
436,2018-02-02,DL,IAH,ATL,57.0,52.0,1.0,0.0
437,2018-02-07,DL,IAH,ATL,74.0,82.0,1.0,0.0
438,2018-02-07,DL,IAH,MSP,58.0,48.0,1.0,0.0
439,2018-02-07,DL,IAH,ATL,142.0,154.0,1.0,0.0
440,2018-02-07,DL,IAH,ATL,67.0,68.0,1.0,0.0
441,2018-02-07,DL,IAH,ATL,75.0,107.0,1.0,0.0
442,2018-02-07,DL,IAH,ATL,78.0,122.0,1.0,0.0
443,2018-02-12,DL,IAH,ATL,41.0,25.0,1.0,0.0
444,2018-02-12,DL,IAH,ATL,97.0,83.0,1.0,0.0
445,2018-02-12,DL,IAH,ATL,138.0,131.0,1.0,0.0
446,2018-02-13,DL,IAH,ATL,45.0,45.0,1.0,13.0
447,2018-02-15,DL,IAH,ATL,222.0,211.0,1.0,0.0
448,2018-02-16,DL,IAH,ATL,791.0,777.0,1.0,0.0
449,2018-02-20,DL,IAH,MSP,76.0,56.0,1.0,0.0
450,2018-02-21,DL,IAH,ATL,1.0,52.0,1.0,0.0
451,2018-02-21,DL,IAH,MSP,190.0,158.0,1.0,22.0
452,2018-02-23,DL,IAH,ATL,28.0,30.0,1.0,0.0
453,2018-02-25,DL,IAH,ATL,23.0,28.0,1.0,0.0
454,2018-02-25,DL,IAH,ATL,14.0,20.0,1.0,0.0
455,2018-02-25,DL,IAH,ATL,27.0,31.0,1.0,0.0
456,2018-02-25,DL,IAH,ATL,37.0,25.0,1.0,0.0
457,2018-02-25,DL,IAH,ATL,0.0,24.0,1.0,0.0
458,2018-02-26,DL,IAH,ATL,30.0,18.0,1.0,0.0
459,2018-02-28,DL,IAH,ATL,37.0,33.0,1.0,0.0
460,2018-03-01,DL,IAH,ATL,30.0,40.0,1.0,0.0
461,2018-03-01,DL,IAH,ATL,32.0,31.0,1.0,0.0
462,2018-03-02,DL,IAH,ATL,41.0,52.0,1.0,0.0
463,2018-03-02,DL,IAH,ATL,42.0,27.0,1.0,0.0
464,2018-03-04,DL,IAH,SLC,13.0,33.0,1.0,0.0
465,2018-03-04,DL,IAH,SLC,219.0,216.0,1.0,0.0
466,2018-03-05,DL,IAH,ATL,29.0,29.0,1.0,0.0
467,2018-03-05,DL,IAH,SLC,9.0,37.0,1.0,0.0
468,2018-03-05,DL,IAH,ATL,5.0,21.0,1.0,0.0
469,2018-03-06,DL,IAH,ATL,37.0,39.0,1.0,0.0
470,2018-03-07,DL,IAH,ATL,18.0,18.0,1.0,0.0
471,2018-03-07,DL,IAH,SLC,0.0,22.0,1.0,0.0
472,2018-03-08,DL,IAH,ATL,31.0,18.0,1.0,0.0
473,2018-03-09,DL,IAH,ATL,22.0,21.0,1.0,0.0
474,2018-03-09,DL,IAH,ATL,27.0,21.0,1.0,0.0
475,2018-03-12,DL,IAH,SLC,84.0,57.0,1.0,0.0
476,2018-03-12,DL,IAH,ATL,30.0,24.0,1.0,0.0
477,2018-03-15,DL,IAH,ATL,80.0,84.0,1.0,0.0
478,2018-03-18,DL,IAH,ATL,114.0,105.0,1.0,0.0
479,2018-03-18,DL,IAH,SLC,18.0,71.0,1.0,0.0
480,2018-03-19,DL,IAH,ATL,0.0,16.0,1.0,0.0
481,2018-03-20,DL,IAH,ATL,22.0,16.0,1.0,0.0
482,2018-03-20,DL,IAH,SLC,0.0,15.0,1.0,0.0
483,2018-03-21,DL,IAH,ATL,51.0,34.0,1.0,0.0
484,2018-03-24,DL,IAH,SLC,0.0,15.0,1.0,0.0
485,2018-03-25,DL,IAH,SLC,831.0,817.0,1.0,0.0
486,2018-03-27,DL,IAH,SLC,36.0,17.0,1.0,0.0
487,2018-03-28,DL,IAH,SLC,962.0,952.0,1.0,952.0
488,2018-03-28,DL,IAH,ATL,45.0,40.0,1.0,0.0
489,2018-03-29,DL,IAH,SLC,38.0,34.0,1.0,0.0
490,2018-03-29,DL,IAH,ATL,0.0,36.0,1.0,0.0
491,2018-03-29,DL,IAH,SLC,214.0,194.0,1.0,0.0
492,2018-03-29,DL,IAH,ATL,17.0,21.0,1.0,0.0
493,2018-03-29,DL,IAH,ATL,7.0,16.0,1.0,0.0
494,2018-04-01,DL,IAH,ATL,61.0,38.0,1.0,0.0
495,2018-04-03,DL,IAH,ATL,4.0,29.0,1.0,0.0
496,2018-04-03,DL,IAH,ATL,47.0,33.0,1.0,0.0
497,2018-04-04,DL,IAH,ATL,28.0,35.0,1.0,0.0
498,2018-04-05,DL,IAH,ATL,262.0,263.0,1.0,0.0
499,2018-04-05,DL,IAH,ATL,106.0,90.0,1.0,0.0
500,2018-04-05,DL,IAH,ATL,40.0,28.0,1.0,0.0
501,2018-04-05,DL,IAH,SLC,30.0,18.0,1.0,0.0
502,2018-04-06,DL,IAH,ATL,61.0,56.0,1.0,0.0
503,2018-04-07,DL,IAH,ATL,0.0,16.0,1.0,0.0
504,2018-04-07,DL,IAH,SLC,0.0,16.0,1.0,0.0
505,2018-04-07,DL,IAH,ATL,20.0,30.0,1.0,0.0
506,2018-04-07,DL,IAH,ATL,25.0,29.0,1.0,0.0
507,2018-04-07,DL,IAH,ATL,62.0,70.0,1.0,0.0
508,2018-04-10,DL,IAH,ATL,61.0,92.0,1.0,0.0
509,2018-04-12,DL,IAH,ATL,464.0,464.0,1.0,0.0
510,2018-04-13,DL,IAH,ATL,0.0,39.0,1.0,0.0
511,2018-04-13,DL,IAH,SLC,9.0,88.0,1.0,0.0
512,2018-04-14,DL,IAH,ATL,63.0,62.0,1.0,62.0
513,2018-04-14,DL,IAH,ATL,22.0,16.0,1.0,0.0
514,2018-04-14,DL,IAH,SLC,82.0,80.0,1.0,80.0
515,2018-04-14,DL,IAH,ATL,0.0,18.0,1.0,0.0
516,2018-04-14,DL,IAH,ATL,58.0,74.0,1.0,58.0
517,2018-04-16,DL,IAH,ATL,33.0,23.0,1.0,0.0
518,2018-04-16,DL,IAH,ATL,75.0,74.0,1.0,0.0
519,2018-04-19,DL,IAH,ATL,35.0,40.0,1.0,0.0
520,2018-04-20,DL,IAH,ATL,143.0,139.0,1.0,0.0
521,2018-04-21,DL,IAH,ATL,28.0,15.0,1.0,0.0
522,2018-04-22,DL,IAH,ATL,64.0,57.0,1.0,57.0
523,2018-04-23,DL,IAH,ATL,0.0,20.0,1.0,0.0
524,2018-04-23,DL,IAH,ATL,0.0,39.0,1.0,0.0
525,2018-04-24,DL,IAH,ATL,25.0,18.0,1.0,0.0
526,2018-04-26,DL,IAH,ATL,13.0,21.0,1.0,0.0
527,2018-05-02,DL,IAH,SLC,13.0,26.0,1.0,0.0
528,2018-05-03,DL,IAH,ATL,30.0,24.0,1.0,0.0
529,2018-05-03,DL,IAH,ATL,8.0,18.0,1.0,0.0
530,2018-05-04,DL,IAH,ATL,22.0,17.0,1.0,0.0
531,2018-05-06,DL,IAH,ATL,713.0,712.0,1.0,0.0
532,2018-05-07,DL,IAH,ATL,22.0,18.0,1.0,0.0
533,2018-05-08,DL,IAH,ATL,209.0,204.0,1.0,0.0
534,2018-05-09,DL,IAH,ATL,242.0,232.0,1.0,0.0
535,2018-05-10,DL,IAH,ATL,2.0,25.0,1.0,0.0
536,2018-05-10,DL,IAH,ATL,15.0,23.0,1.0,0.0
537,2018-05-11,DL,IAH,ATL,19.0,17.0,1.0,0.0
538,2018-05-12,DL,IAH,SLC,78.0,63.0,1.0,0.0
539,2018-05-13,DL,IAH,ATL,30.0,24.0,1.0,0.0
540,2018-05-17,DL,IAH,ATL,15.0,20.0,1.0,0.0
541,2018-05-17,DL,IAH,ATL,0.0,22.0,1.0,0.0
542,2018-05-17,DL,IAH,ATL,224.0,229.0,1.0,0.0
543,2018-05-18,DL,IAH,ATL,57.0,55.0,1.0,0.0
544,2018-05-18,DL,IAH,ATL,18.0,26.0,1.0,0.0
545,2018-05-18,DL,IAH,ATL,195.0,198.0,1.0,0.0
546,2018-05-18,DL,IAH,SLC,98.0,80.0,1.0,0.0
547,2018-05-20,DL,IAH,ATL,0.0,42.0,1.0,0.0
548,2018-05-20,DL,IAH,ATL,28.0,35.0,1.0,0.0
549,2018-05-20,DL,IAH,ATL,19.0,20.0,1.0,0.0
550,2018-05-20,DL,IAH,ATL,269.0,267.0,1.0,1.0
551,2018-05-20,DL,IAH,SLC,998.0,986.0,1.0,0.0
552,2018-05-21,DL,IAH,ATL,49.0,70.0,1.0,0.0
553,2018-05-21,DL,IAH,ATL,127.0,121.0,1.0,0.0
554,2018-05-21,DL,IAH,SLC,99.0,94.0,1.0,0.0
555,2018-05-21,DL,IAH,ATL,76.0,70.0,1.0,0.0
556,2018-05-21,DL,IAH,SLC,125.0,110.0,1.0,0.0
557,2018-05-21,DL,IAH,ATL,34.0,30.0,1.0,0.0
558,2018-05-22,DL,IAH,SLC,29.0,21.0,1.0,1.0
559,2018-05-23,DL,IAH,ATL,18.0,22.0,1.0,0.0
560,2018-05-23,DL,IAH,ATL,75.0,78.0,1.0,0.0
561,2018-05-25,DL,IAH,ATL,34.0,41.0,1.0,0.0
562,2018-05-25,DL,IAH,SLC,15.0,22.0,1.0,0.0
563,2018-05-26,DL,IAH,ATL,19.0,16.0,1.0,0.0
564,2018-05-27,DL,IAH,ATL,99.0,102.0,1.0,0.0
565,2018-05-28,DL,IAH,ATL,0.0,17.0,1.0,0.0
566,2018-05-28,DL,IAH,ATL,340.0,327.0,1.0,0.0
567,2018-05-28,DL,IAH,ATL,207.0,199.0,1.0,0.0
568,2018-05-28,DL,IAH,ATL,21.0,26.0,1.0,0.0
569,2018-05-28,DL,IAH,ATL,170.0,165.0,1.0,0.0
570,2018-05-29,DL,IAH,ATL,25.0,21.0,1.0,0.0
571,2018-05-30,DL,IAH,ATL,12.0,15.0,1.0,0.0
572,2018-05-30,DL,IAH,SLC,0.0,25.0,1.0,0.0
573,2018-05-31,DL,IAH,ATL,15.0,20.0,1.0,0.0
574,2018-05-31,DL,IAH,ATL,1.0,17.0,1.0,0.0
575,2018-06-01,DL,IAH,ATL,207.0,233.0,1.0,0.0
576,2018-06-01,DL,IAH,ATL,245.0,238.0,1.0,0.0
577,2018-06-01,DL,IAH,ATL,130.0,136.0,1.0,0.0
578,2018-06-02,DL,IAH,ATL,92.0,94.0,1.0,0.0
579,2018-06-02,DL,IAH,ATL,60.0,53.0,1.0,0.0
580,2018-06-02,DL,IAH,ATL,42.0,39.0,1.0,0.0
581,2018-06-02,DL,IAH,ATL,63.0,59.0,1.0,0.0
582,2018-06-02,DL,IAH,ATL,49.0,38.0,1.0,0.0
583,2018-06-03,DL,IAH,ATL,39.0,57.0,1.0,0.0
584,2018-06-03,DL,IAH,ATL,93.0,83.0,1.0,0.0
585,2018-06-03,DL,IAH,ATL,0.0,31.0,1.0,0.0
586,2018-06-03,DL,IAH,ATL,38.0,34.0,1.0,0.0
587,2018-06-04,DL,IAH,ATL,32.0,37.0,1.0,0.0
588,2018-06-05,DL,IAH,ATL,0.0,25.0,1.0,0.0
589,2018-06-08,DL,IAH,ATL,171.0,163.0,1.0,0.0
590,2018-06-09,DL,IAH,ATL,36.0,25.0,1.0,0.0
591,2018-06-10,DL,IAH,ATL,19.0,31.0,1.0,0.0
592,2018-06-10,DL,IAH,ATL,52.0,27.0,1.0,0.0
593,2018-06-10,DL,IAH,ATL,48.0,56.0,1.0,0.0
594,2018-06-11,DL,IAH,ATL,137.0,144.0,1.0,0.0
595,2018-06-11,DL,IAH,ATL,125.0,141.0,1.0,0.0
596,2018-06-11,DL,IAH,ATL,89.0,75.0,1.0,0.0
597,2018-06-12,DL,IAH,ATL,49.0,34.0,1.0,0.0
598,2018-06-12,DL,IAH,ATL,53.0,52.0,1.0,0.0
599,2018-06-13,DL,IAH,ATL,113.0,95.0,1.0,0.0
600,2018-06-14,DL,IAH,ATL,301.0,286.0,1.0,0.0
601,2018-06-15,DL,IAH,ATL,0.0,15.0,1.0,0.0
602,2018-06-16,DL,IAH,ATL,50.0,34.0,1.0,0.0
603,2018-06-17,DL,IAH,MSP,50.0,58.0,1.0,0.0
604,2018-06-17,DL,IAH,ATL,102.0,90.0,1.0,0.0
605,2018-06-17,DL,IAH,ATL,29.0,56.0,1.0,0.0
606,2018-06-17,DL,IAH,ATL,33.0,22.0,1.0,7.0
607,2018-06-17,DL,IAH,ATL,23.0,23.0,1.0,0.0
608,2018-06-17,DL,IAH,SLC,36.0,21.0,1.0,0.0
609,2018-06-18,DL,IAH,ATL,52.0,36.0,1.0,0.0
610,2018-06-19,DL,IAH,ATL,0.0,24.0,1.0,0.0
611,2018-06-20,DL,IAH,ATL,79.0,84.0,1.0,0.0
612,2018-06-20,DL,IAH,ATL,7.0,16.0,1.0,7.0
613,2018-06-20,DL,IAH,ATL,60.0,48.0,1.0,0.0
614,2018-06-21,DL,IAH,ATL,34.0,23.0,1.0,0.0
615,2018-06-21,DL,IAH,ATL,31.0,42.0,1.0,0.0
616,2018-06-22,DL,IAH,ATL,129.0,121.0,1.0,0.0
617,2018-06-22,DL,IAH,ATL,16.0,45.0,1.0,0.0
618,2018-06-22,DL,IAH,ATL,81.0,79.0,1.0,0.0
619,2018-06-24,DL,IAH,ATL,300.0,267.0,1.0,0.0
620,2018-06-25,DL,IAH,ATL,28.0,94.0,1.0,0.0
621,2018-06-25,DL,IAH,ATL,124.0,132.0,1.0,0.0
622,2018-06-25,DL,IAH,ATL,4.0,31.0,1.0,0.0
623,2018-06-25,DL,IAH,ATL,406.0,474.0,1.0,0.0
624,2018-06-25,DL,IAH,ATL,457.0,435.0,1.0,0.0
625,2018-06-25,DL,IAH,ATL,66.0,110.0,1.0,51.0
626,2018-06-26,DL,IAH,SLC,148.0,124.0,1.0,0.0
627,2018-06-26,DL,IAH,ATL,182.0,177.0,1.0,0.0
628,2018-06-26,DL,IAH,ATL,91.0,67.0,1.0,0.0
629,2018-06-27,DL,IAH,ATL,47.0,46.0,1.0,0.0
630,2018-06-28,DL,IAH,ATL,113.0,189.0,1.0,0.0
631,2018-06-28,DL,IAH,ATL,129.0,162.0,1.0,0.0
632,2018-06-28,DL,IAH,ATL,159.0,150.0,1.0,0.0
633,2018-06-28,DL,IAH,ATL,340.0,340.0,1.0,0.0
634,2018-06-29,DL,IAH,ATL,78.0,67.0,1.0,0.0
635,2018-06-29,DL,IAH,ATL,120.0,113.0,1.0,0.0
636,2018-07-01,DL,IAH,DTW,13.0,16.0,1.0,0.0
637,2018-07-03,DL,IAH,ATL,49.0,50.0,1.0,0.0
638,2018-07-04,DL,IAH,ATL,26.0,22.0,1.0,0.0
639,2018-07-04,DL,IAH,ATL,103.0,107.0,1.0,0.0
640,2018-07-05,DL,IAH,ATL,57.0,63.0,1.0,0.0
641,2018-07-06,DL,IAH,ATL,17.0,22.0,1.0,0.0
642,2018-07-06,DL,IAH,ATL,53.0,35.0,1.0,0.0
643,2018-07-06,DL,IAH,ATL,0.0,20.0,1.0,0.0
644,2018-07-07,DL,IAH,ATL,0.0,24.0,1.0,0.0
645,2018-07-07,DL,IAH,ATL,28.0,18.0,1.0,0.0
646,2018-07-08,DL,IAH,ATL,66.0,49.0,1.0,0.0
647,2018-07-08,DL,IAH,ATL,36.0,29.0,1.0,6.0
648,2018-07-09,DL,IAH,ATL,0.0,16.0,1.0,0.0
649,2018-07-09,DL,IAH,MSP,327.0,306.0,1.0,0.0
650,2018-07-10,DL,IAH,ATL,55.0,40.0,1.0,0.0
651,2018-07-11,DL,IAH,ATL,8.0,21.0,1.0,0.0
652,2018-07-12,DL,IAH,ATL,15.0,21.0,1.0,0.0
653,2018-07-12,DL,IAH,SLC,0.0,46.0,1.0,0.0
654,2018-07-12,DL,IAH,ATL,84.0,94.0,1.0,0.0
655,2018-07-13,DL,IAH,ATL,12.0,27.0,1.0,0.0
656,2018-07-13,DL,IAH,ATL,45.0,50.0,1.0,0.0
657,2018-07-14,DL,IAH,ATL,146.0,163.0,1.0,0.0
658,2018-07-15,DL,IAH,SLC,86.0,74.0,1.0,0.0
659,2018-07-15,DL,IAH,ATL,65.0,55.0,1.0,0.0
660,2018-07-15,DL,IAH,SLC,64.0,46.0,1.0,0.0
661,2018-07-16,DL,IAH,ATL,73.0,63.0,1.0,0.0
662,2018-07-17,DL,IAH,ATL,58.0,55.0,1.0,0.0
663,2018-07-19,DL,IAH,MSP,35.0,35.0,1.0,0.0
664,2018-07-19,DL,IAH,ATL,67.0,56.0,1.0,0.0
665,2018-07-21,DL,IAH,ATL,105.0,87.0,1.0,0.0
666,2018-07-21,DL,IAH,ATL,32.0,48.0,1.0,0.0
667,2018-07-21,DL,IAH,ATL,12.0,45.0,1.0,0.0
668,2018-07-21,DL,IAH,ATL,58.0,58.0,1.0,0.0
669,2018-07-21,DL,IAH,ATL,278.0,251.0,1.0,0.0
670,2018-07-23,DL,IAH,ATL,70.0,59.0,1.0,0.0
671,2018-07-24,DL,IAH,ATL,31.0,15.0,1.0,0.0
672,2018-07-25,DL,IAH,MSP,53.0,62.0,1.0,0.0
673,2018-07-26,DL,IAH,DTW,1101.0,1090.0,1.0,0.0
674,2018-07-26,DL,IAH,ATL,37.0,19.0,1.0,0.0
675,2018-07-26,DL,IAH,ATL,96.0,71.0,1.0,0.0
676,2018-07-26,DL,IAH,ATL,67.0,51.0,1.0,0.0
677,2018-07-27,DL,IAH,ATL,45.0,28.0,1.0,0.0
678,2018-07-29,DL,IAH,ATL,38.0,29.0,1.0,0.0
679,2018-07-31,DL,IAH,ATL,142.0,169.0,1.0,0.0
680,2018-07-31,DL,IAH,ATL,168.0,183.0,1.0,0.0
681,2018-07-31,DL,IAH,MSP,65.0,58.0,1.0,20.0
682,2018-07-31,DL,IAH,ATL,368.0,388.0,1.0,0.0
683,2018-08-01,DL,IAH,ATL,49.0,38.0,1.0,0.0
684,2018-08-01,DL,IAH,ATL,35.0,23.0,1.0,0.0
685,2018-08-01,DL,IAH,ATL,64.0,49.0,1.0,0.0
686,2018-08-03,DL,IAH,ATL,57.0,49.0,1.0,0.0
687,2018-08-05,DL,IAH,DTW,132.0,114.0,1.0,0.0
688,2018-08-05,DL,IAH,ATL,0.0,33.0,1.0,0.0
689,2018-08-06,DL,IAH,ATL,27.0,22.0,1.0,0.0
690,2018-08-07,DL,IAH,MSP,120.0,100.0,1.0,0.0
691,2018-08-07,DL,IAH,SLC,305.0,285.0,1.0,0.0
692,2018-08-07,DL,IAH,ATL,95.0,88.0,1.0,0.0
693,2018-08-07,DL,IAH,ATL,36.0,22.0,1.0,0.0
694,2018-08-07,DL,IAH,ATL,40.0,19.0,1.0,0.0
695,2018-08-08,DL,IAH,ATL,55.0,92.0,1.0,0.0
696,2018-08-08,DL,IAH,SLC,81.0,61.0,1.0,0.0
697,2018-08-08,DL,IAH,ATL,34.0,16.0,1.0,16.0
698,2018-08-08,DL,IAH,ATL,71.0,55.0,1.0,0.0
699,2018-08-09,DL,IAH,ATL,50.0,48.0,1.0,0.0
700,2018-08-09,DL,IAH,ATL,125.0,133.0,1.0,0.0
701,2018-08-09,DL,IAH,ATL,122.0,110.0,1.0,0.0
702,2018-08-09,DL,IAH,ATL,135.0,141.0,1.0,0.0
703,2018-08-09,DL,IAH,ATL,85.0,118.0,1.0,0.0
704,2018-08-10,DL,IAH,ATL,72.0,62.0,1.0,0.0
705,2018-08-10,DL,IAH,ATL,46.0,82.0,1.0,0.0
706,2018-08-10,DL,IAH,SLC,47.0,61.0,1.0,6.0
707,2018-08-10,DL,IAH,ATL,16.0,54.0,1.0,1.0
708,2018-08-10,DL,IAH,ATL,96.0,100.0,1.0,0.0
709,2018-08-11,DL,IAH,ATL,59.0,38.0,1.0,0.0
710,2018-08-11,DL,IAH,ATL,21.0,18.0,1.0,5.0
711,2018-08-13,DL,IAH,DTW,38.0,24.0,1.0,0.0
712,2018-08-13,DL,IAH,SLC,62.0,56.0,1.0,0.0
713,2018-08-16,DL,IAH,ATL,56.0,41.0,1.0,0.0
714,2018-08-16,DL,IAH,MSP,267.0,247.0,1.0,0.0
715,2018-08-16,DL,IAH,SLC,81.0,75.0,1.0,0.0
716,2018-08-17,DL,IAH,DTW,0.0,28.0,1.0,0.0
717,2018-08-18,DL,IAH,ATL,0.0,60.0,1.0,0.0
718,2018-08-19,DL,IAH,ATL,30.0,27.0,1.0,0.0
719,2018-08-25,DL,IAH,ATL,44.0,34.0,1.0,0.0
720,2018-08-25,DL,IAH,DTW,4.0,24.0,1.0,0.0
721,2018-08-26,DL,IAH,ATL,94.0,75.0,1.0,0.0
722,2018-08-28,DL,IAH,MSP,38.0,59.0,1.0,0.0
723,2018-08-28,DL,IAH,MSP,65.0,41.0,1.0,0.0
724,2018-08-28,DL,IAH,ATL,26.0,22.0,1.0,0.0
725,2018-08-29,DL,IAH,ATL,30.0,34.0,1.0,0.0
726,2018-08-29,DL,IAH,ATL,19.0,16.0,1.0,16.0
727,2018-08-29,DL,IAH,ATL,23.0,17.0,1.0,0.0
728,2018-08-31,DL,IAH,MSP,278.0,255.0,1.0,0.0
729,2018-09-02,DL,IAH,ATL,43.0,71.0,1.0,0.0
730,2018-09-03,DL,IAH,ATL,51.0,51.0,1.0,0.0
731,2018-09-04,DL,IAH,ATL,16.0,16.0,1.0,0.0
732,2018-09-05,DL,IAH,ATL,31.0,47.0,1.0,0.0
733,2018-09-05,DL,IAH,ATL,26.0,32.0,1.0,0.0
734,2018-09-07,DL,IAH,DTW,109.0,97.0,1.0,0.0
735,2018-09-07,DL,IAH,ATL,15.0,18.0,1.0,0.0
736,2018-09-07,DL,IAH,ATL,29.0,18.0,1.0,18.0
737,2018-09-07,DL,IAH,SLC,140.0,128.0,1.0,0.0
738,2018-09-09,DL,IAH,ATL,41.0,30.0,1.0,0.0
739,2018-09-10,DL,IAH,DTW,1156.0,1139.0,1.0,0.0
740,2018-09-10,DL,IAH,ATL,72.0,65.0,1.0,0.0
741,2018-09-10,DL,IAH,ATL,22.0,21.0,1.0,0.0
742,2018-09-11,DL,IAH,ATL,40.0,31.0,1.0,0.0
743,2018-09-11,DL,IAH,DTW,86.0,64.0,1.0,0.0
744,2018-09-12,DL,IAH,ATL,16.0,21.0,1.0,0.0
745,2018-09-12,DL,IAH,ATL,80.0,87.0,1.0,0.0
746,2018-09-12,DL,IAH,ATL,37.0,22.0,1.0,0.0
747,2018-09-12,DL,IAH,DTW,0.0,16.0,1.0,0.0
748,2018-09-13,DL,IAH,ATL,50.0,54.0,1.0,0.0
749,2018-09-14,DL,IAH,ATL,26.0,19.0,1.0,5.0
750,2018-09-20,DL,IAH,ATL,77.0,72.0,1.0,72.0
751,2018-09-20,DL,IAH,SLC,92.0,86.0,1.0,0.0
752,2018-09-20,DL,IAH,ATL,212.0,200.0,1.0,54.0
753,2018-09-21,DL,IAH,ATL,93.0,109.0,1.0,25.0
754,2018-09-21,DL,IAH,ATL,19.0,15.0,1.0,0.0
755,2018-09-21,DL,IAH,ATL,220.0,247.0,1.0,0.0
756,2018-09-21,DL,IAH,ATL,18.0,22.0,1.0,0.0
757,2018-09-21,DL,IAH,SLC,39.0,22.0,1.0,3.0
758,2018-09-21,DL,IAH,DTW,303.0,334.0,1.0,0.0
759,2018-09-21,DL,IAH,ATL,25.0,65.0,1.0,1.0
760,2018-09-22,DL,IAH,ATL,43.0,33.0,1.0,1.0
761,2018-09-22,DL,IAH,ATL,66.0,49.0,1.0,0.0
762,2018-09-22,DL,IAH,ATL,42.0,37.0,1.0,19.0
763,2018-09-24,DL,IAH,ATL,29.0,50.0,1.0,0.0
764,2018-09-25,DL,IAH,ATL,0.0,39.0,1.0,0.0
